Fecha,Semana,Patron,Polar,Categoria_polar,Ecuatorial,Categoria_ecuatorial,Peso,Categoria_peso
23/03/2021,12,Lula,8.74,Medio,6.85,Medio,204.611,Medio
23/03/2021,12,Lula,9.25,Medio,7,Alto,226.912,Medio
23/03/2021,12,Lula,8.04,Medio,6.5,Medio,169.555,Medio
23/03/2021,12,Lula,9.05,Medio,6.97,Medio,219.588,Medio
23/03/2021,12,Lula,9,Medio,6.93,Medio,215.985,Medio
23/03/2021,12,Lula,9.87,Alto,7.5,Alto,276.183,Alto
23/03/2021,12,Lula,9.5,Alto,7.13,Alto,241.740,Alto
23/03/2021,12,Lula,8.2,Medio,6.62,Medio,179.132,Medio
23/03/2021,12,Lula,8.97,Medio,6.6,Medio,197.512,Medio
23/03/2021,12,Lula,9.73,Alto,7.35,Alto,262.168,Alto
23/03/2021,12,Lula,11.5,Alto,7.6,Alto,339.745,Alto
23/03/2021,12,Lula,11.5,Alto,7.53,Alto,334.574,Alto
23/03/2021,12,Lula,10.6,Alto,7.36,Alto,291.015,Alto
23/03/2021,12,Lula,10.66,Alto,7.54,Alto,305.323,Alto
23/03/2021,12,Lula,11.16,Alto,7.43,Alto,315.114,Alto
23/03/2021,12,Lula,11.15,Alto,7.34,Alto,308.448,Alto
23/03/2021,12,Lula,10.1,Alto,7.27,Alto,268.797,Alto
23/03/2021,12,Lula,10.9,Alto,7.17,Alto,288.341,Alto
23/03/2021,12,Lula,11.14,Alto,7,Alto,285.021,Alto
23/03/2021,12,Lula,10.2,Alto,7.2,Alto,267.526,Alto
23/03/2021,12,Lula,10.5,Alto,7,Alto,264.366,Alto
23/03/2021,12,Lula,10.02,Alto,7.2,Alto,261.855,Alto
23/03/2021,12,Lula,10.33,Alto,6.8,Medio,246.820,Alto
23/03/2021,12,Lula,9.26,Medio,7.06,Alto,230.633,Alto
23/03/2021,12,Lula,8.7,Medio,6.4,Medio,180.598,Medio
23/03/2021,12,Lula,8.6,Medio,6.15,Medio,166.285,Medio
23/03/2021,12,Lula,8.83,Medio,6.8,Medio,204.345,Medio
23/03/2021,12,Lula,8.8,Medio,6.4,Medio,183.060,Medio
23/03/2021,12,Lula,10.27,Alto,7.1,Alto,263.423,Alto
23/03/2021,12,Lula,9.7,Alto,6.9,Medio,234.103,Alto
23/03/2021,12,Lula,9.06,Medio,6.8,Medio,210.519,Medio
23/03/2021,12,Lula,9.24,Medio,6.97,Medio,224.924,Medio
23/03/2021,12,Lula,10.3,Alto,7.3,Alto,277.156,Alto
23/03/2021,12,Lula,8,Medio,6.31,Medio,159.869,Medio
23/03/2021,12,Lula,7.1,Bajo,5.6,Medio,112.860,Bajo
23/03/2021,12,Lula,8.47,Medio,6.55,Medio,182.319,Medio
23/03/2021,12,Lula,9.8,Alto,7.36,Alto,264.996,Alto
23/03/2021,12,Lula,7.94,Medio,6.3,Medio,158.066,Medio
23/03/2021,12,Lula,8,Medio,6.24,Medio,156.723,Medio
23/03/2021,12,Lula,10.44,Alto,7.4,Alto,288.341,Alto
23/03/2021,12,Lula,8.9,Medio,7.7,Alto,258.119,Alto
23/03/2021,12,Lula,9,Medio,7.1,Alto,225.491,Medio
23/03/2021,12,Lula,9.4,Alto,7.6,Alto,267.526,Alto
23/03/2021,12,Lula,7.42,Bajo,5.9,Medio,130.222,Medio
23/03/2021,12,Lula,8.02,Medio,6.6,Medio,173.822,Medio
23/03/2021,12,Lula,9.01,Medio,6.92,Medio,215.710,Medio
23/03/2021,12,Lula,9.43,Alto,7.74,Alto,277.480,Alto
23/03/2021,12,Lula,11,Alto,7.8,Alto,336.046,Alto
23/03/2021,12,Lula,8.8,Medio,7.11,Alto,220.425,Medio
23/03/2021,12,Lula,9,Medio,7.12,Alto,226.627,Medio
25/03/2021,12,Zutano,10.3,Alto,7.2,Alto,270.711,Alto
25/03/2021,12,Zutano,8.8,Medio,6.5,Medio,188.048,Medio
25/03/2021,12,Zutano,8.9,Medio,6.4,Medio,185.543,Medio
25/03/2021,12,Zutano,8.5,Medio,6.3,Medio,170.970,Medio
25/03/2021,12,Zutano,6.9,Bajo,5.8,Medio,116.496,Bajo
25/03/2021,12,Zutano,9,Medio,6.5,Medio,193.126,Medio
25/03/2021,12,Zutano,7,Bajo,5.9,Medio,122.093,Bajo
25/03/2021,12,Zutano,8.16,Medio,6.1,Medio,154.059,Medio
25/03/2021,12,Zutano,8.1,Medio,6.2,Medio,157.170,Medio
25/03/2021,12,Zutano,8.4,Medio,6.3,Medio,168.617,Medio
25/03/2021,12,Zutano,9.5,Alto,7.3,Alto,251.970,Alto
25/03/2021,12,Zutano,9.8,Alto,7,Alto,242.929,Alto
25/03/2021,12,Zutano,9.2,Medio,6.3,Medio,188.048,Medio
25/03/2021,12,Zutano,9.1,Medio,6.78,Medio,210.519,Medio
25/03/2021,12,Zutano,9.3,Medio,6.97,Medio,226.627,Medio
25/03/2021,12,Zutano,10.4,Alto,7.1,Alto,267.526,Alto
25/03/2021,12,Zutano,9.2,Medio,7.13,Alto,232.943,Alto
25/03/2021,12,Zutano,8.8,Medio,7.1,Alto,219.867,Medio
25/03/2021,12,Zutano,8.2,Medio,6.3,Medio,163.975,Medio
25/03/2021,12,Zutano,9.5,Alto,7,Alto,234.103,Alto
25/03/2021,12,Zutano,9,Medio,6.7,Medio,203.549,Medio
25/03/2021,12,Zutano,7.9,Medio,6.2,Medio,152.739,Medio
25/03/2021,12,Zutano,8.9,Medio,7,Alto,217.090,Medio
25/03/2021,12,Zutano,6.8,Bajo,6,Medio,122.093,Bajo
25/03/2021,12,Zutano,8,Medio,6.8,Medio,183.060,Medio
25/03/2021,12,Zutano,8.1,Medio,6.4,Medio,166.285,Medio
25/03/2021,12,Zutano,7.3,Bajo,6,Medio,131.809,Medio
25/03/2021,12,Zutano,7.8,Medio,6.6,Medio,168.617,Medio
25/03/2021,12,Zutano,8.2,Medio,6.3,Medio,163.975,Medio
25/03/2021,12,Zutano,8.3,Medio,6.1,Medio,157.170,Medio
25/03/2021,12,Zutano,8,Medio,6.83,Medio,184.547,Medio
25/03/2021,12,Zutano,9.2,Medio,7.2,Alto,237.021,Alto
25/03/2021,12,Zutano,7.2,Bajo,5.96,Medio,128.255,Medio
25/03/2021,12,Zutano,8.5,Medio,7,Alto,206.212,Medio
25/03/2021,12,Zutano,7.2,Bajo,5.94,Medio,127.474,Medio
25/03/2021,12,Zutano,8.9,Medio,7.04,Alto,219.309,Medio
25/03/2021,12,Zutano,8.3,Medio,7,Alto,200.910,Medio
25/03/2021,12,Zutano,8.4,Medio,6.6,Medio,183.060,Medio
25/03/2021,12,Zutano,6.8,Bajo,5.8,Medio,114.668,Bajo
25/03/2021,12,Zutano,7.1,Bajo,6.2,Medio,135.834,Medio
25/03/2021,12,Zutano,7,Bajo,5.89,Medio,121.714,Bajo
25/03/2021,12,Zutano,7.1,Bajo,5.78,Medio,119.459,Bajo
25/03/2021,12,Zutano,7.86,Medio,6.12,Medio,148.390,Medio
25/03/2021,12,Zutano,6.7,Bajo,5.49,Medio,102.063,Bajo
25/03/2021,12,Zutano,7.74,Medio,6.7,Medio,171.917,Medio
25/03/2021,12,Zutano,8.6,Medio,6.89,Medio,203.019,Medio
25/03/2021,12,Zutano,8,Medio,6.8,Medio,183.060,Medio
25/03/2021,12,Zutano,8.8,Medio,7.12,Alto,220.984,Medio
25/03/2021,12,Zutano,9.8,Alto,7.4,Alto,267.526,Alto
25/03/2021,12,Zutano,7.5,Medio,6.73,Medio,167.682,Medio
25/03/2021,12,Zutano,7,Bajo,6.31,Medio,138.287,Medio
25/03/2021,12,Zutano,9.21,Medio,7.37,Alto,247.422,Alto
25/03/2021,12,Zutano,7.8,Medio,5.9,Medio,137.876,Medio
25/03/2021,12,Zutano,8.4,Medio,6.6,Medio,183.060,Medio
25/03/2021,12,Zutano,11.3,Alto,7.4,Alto,317.949,Alto
25/03/2021,12,Zutano,7.93,Medio,6,Medio,144.758,Medio
25/03/2021,12,Zutano,9.1,Medio,6.5,Medio,195.698,Medio
25/03/2021,12,Zutano,9.7,Alto,7.2,Alto,251.970,Alto
25/03/2021,12,Zutano,11.37,Alto,7.35,Alto,316.884,Alto
25/03/2021,12,Zutano,8.12,Medio,6.31,Medio,162.599,Medio
25/03/2021,12,Zutano,8.3,Medio,6.45,Medio,173.345,Medio
25/03/2021,12,Zutano,8.2,Medio,6.8,Medio,188.048,Medio
25/03/2021,12,Zutano,7,Bajo,6,Medio,125.921,Bajo
25/03/2021,12,Zutano,7.79,Medio,6.47,Medio,162.370,Medio
25/03/2021,12,Zutano,8.13,Medio,5.98,Medio,148.175,Medio
25/03/2021,12,Zutano,9.4,Alto,6.64,Medio,211.061,Medio
25/03/2021,12,Zutano,8.87,Medio,6.4,Medio,184.796,Medio
25/03/2021,12,Zutano,8.9,Medio,6.75,Medio,203.549,Medio
25/03/2021,12,Zutano,7.8,Medio,6.22,Medio,151.425,Medio
25/03/2021,12,Zutano,8,Medio,6.4,Medio,163.975,Medio
25/03/2021,12,Zutano,8.5,Medio,6.74,Medio,192.614,Medio
25/03/2021,12,Zutano,8.85,Medio,6.63,Medio,195.956,Medio
25/03/2021,12,Zutano,7.4,Bajo,5.77,Medio,124.764,Bajo
25/03/2021,12,Zutano,9,Medio,6.93,Medio,215.985,Medio
25/03/2021,12,Zutano,6.6,Bajo,6,Medio,118.342,Bajo
25/03/2021,12,Zutano,7.7,Medio,6.45,Medio,159.417,Medio
25/03/2021,12,Zutano,8.7,Medio,6.7,Medio,195.698,Medio
25/03/2021,12,Zutano,8.2,Medio,6.54,Medio,175.260,Medio
25/03/2021,12,Zutano,9.5,Alto,7.42,Alto,259.361,Alto
25/03/2021,12,Zutano,8.5,Medio,7.1,Alto,211.605,Medio
25/03/2021,12,Zutano,9.8,Alto,6.9,Medio,237.021,Alto
25/03/2021,12,Zutano,10.1,Alto,7.07,Alto,256.264,Alto
25/03/2021,12,Zutano,10.3,Alto,6.9,Medio,251.970,Alto
25/03/2021,12,Zutano,8.5,Medio,6.65,Medio,188.048,Medio
25/03/2021,12,Zutano,9.7,Alto,6.7,Medio,222.667,Medio
25/03/2021,12,Zutano,8.8,Medio,6.33,Medio,179.620,Medio
25/03/2021,12,Zutano,8.5,Medio,6.1,Medio,161.685,Medio
25/03/2021,12,Zutano,9.4,Alto,7.1,Alto,237.021,Alto
25/03/2021,12,Zutano,7.1,Bajo,6.14,Medio,133.410,Medio
25/03/2021,12,Zutano,7.5,Medio,6.2,Medio,144.123,Medio
25/03/2021,12,Zutano,8.7,Medio,6.6,Medio,190.576,Medio
25/03/2021,12,Zutano,9.7,Alto,7.03,Alto,241.740,Alto
25/03/2021,12,Zutano,9.4,Alto,6.9,Medio,225.491,Medio
25/03/2021,12,Zutano,9.3,Medio,6.9,Medio,222.667,Medio
25/03/2021,12,Zutano,9.8,Alto,6.5,Medio,214.336,Medio
25/03/2021,12,Zutano,8.9,Medio,7.45,Alto,242.929,Alto
25/03/2021,12,Zutano,10.1,Alto,7.8,Alto,303.941,Alto
25/03/2021,12,Zutano,7.4,Bajo,6.3,Medio,146.246,Medio
25/03/2021,12,Zutano,9.2,Medio,7,Alto,225.491,Medio
25/03/2021,12,Zutano,8.6,Medio,6.6,Medio,188.048,Medio
25/03/2021,12,Antillano,9.2,Medio,6.8,Medio,214.336,Medio
25/03/2021,12,Antillano,9.3,Medio,6.4,Medio,195.698,Medio
25/03/2021,12,Antillano,9.3,Medio,6.3,Medio,190.576,Medio
25/03/2021,12,Antillano,8.8,Medio,6.2,Medio,173.345,Medio
25/03/2021,12,Antillano,9.5,Alto,5.7,Medio,166.285,Medio
25/03/2021,12,Antillano,10,Alto,6.4,Medio,214.336,Medio
25/03/2021,12,Antillano,9.2,Medio,6.6,Medio,203.549,Medio
25/03/2021,12,Antillano,7.4,Bajo,5.6,Medio,118.342,Bajo
25/03/2021,12,Antillano,10,Alto,6.4,Medio,214.336,Medio
25/03/2021,12,Antillano,9.3,Medio,6.3,Medio,190.576,Medio
25/03/2021,12,Antillano,7.5,Medio,6.6,Medio,161.685,Medio
25/03/2021,12,Antillano,9.1,Medio,7.2,Alto,234.103,Alto
25/03/2021,12,Antillano,8,Medio,6.6,Medio,173.345,Medio
25/03/2021,12,Antillano,8.4,Medio,6.5,Medio,178.159,Medio
25/03/2021,12,Antillano,8,Medio,6.7,Medio,178.159,Medio
25/03/2021,12,Antillano,9.1,Medio,6.5,Medio,195.698,Medio
25/03/2021,12,Antillano,9.6,Alto,6.6,Medio,214.336,Medio
25/03/2021,12,Antillano,8.6,Medio,6.6,Medio,188.048,Medio
25/03/2021,12,Antillano,9.3,Medio,6.8,Medio,217.090,Medio
25/03/2021,12,Antillano,8,Medio,7.1,Alto,198.293,Medio
25/03/2021,12,Antillano,7.6,Medio,6.3,Medio,150.554,Medio
25/03/2021,12,Antillano,8.4,Medio,6.6,Medio,183.060,Medio
25/03/2021,12,Antillano,8.3,Medio,6.4,Medio,170.970,Medio
25/03/2021,12,Antillano,7.5,Medio,6.5,Medio,157.170,Medio
25/03/2021,12,Antillano,7.6,Medio,6.3,Medio,150.554,Medio
25/03/2021,12,Antillano,6.8,Bajo,6.2,Medio,129.827,Medio
25/03/2021,12,Antillano,7.9,Medio,6.5,Medio,166.285,Medio
25/03/2021,12,Antillano,7,Bajo,6.4,Medio,142.021,Medio
25/03/2021,12,Antillano,6.9,Bajo,6.3,Medio,135.834,Medio
25/03/2021,12,Antillano,7.3,Bajo,5.7,Medio,120.208,Bajo
25/03/2021,12,Antillano,8.5,Medio,6.7,Medio,190.576,Medio
25/03/2021,12,Antillano,8.9,Medio,6.2,Medio,175.741,Medio
25/03/2021,12,Antillano,9.3,Medio,6.2,Medio,185.543,Medio
25/03/2021,12,Antillano,9.9,Alto,6.7,Medio,228.338,Medio
25/03/2021,12,Antillano,9.4,Alto,7,Alto,231.209,Alto
25/03/2021,12,Antillano,9.4,Alto,6.2,Medio,188.048,Medio
25/03/2021,12,Antillano,10,Alto,6.7,Medio,231.209,Alto
25/03/2021,12,Antillano,8.9,Medio,6.4,Medio,185.543,Medio
25/03/2021,12,Antillano,10,Alto,6.9,Medio,242.929,Alto
25/03/2021,12,Antillano,10.4,Alto,6.4,Medio,225.491,Medio
25/03/2021,12,Antillano,8.2,Medio,5.7,Medio,137.876,Medio
25/03/2021,12,Antillano,9.4,Alto,5.9,Medio,173.345,Medio
25/03/2021,12,Antillano,8.2,Medio,5.2,Bajo,118.342,Bajo
25/03/2021,12,Antillano,8.9,Medio,7.1,Alto,222.667,Medio
25/03/2021,12,Antillano,8.4,Medio,6.2,Medio,163.975,Medio
25/03/2021,12,Antillano,10.2,Alto,7.2,Alto,267.526,Alto
25/03/2021,12,Antillano,10.1,Alto,7.2,Alto,264.366,Alto
25/03/2021,12,Antillano,9.5,Alto,6.8,Medio,222.667,Medio
25/03/2021,12,Antillano,9.3,Medio,7.2,Alto,239.963,Alto
25/03/2021,12,Antillano,10.1,Alto,7,Alto,251.970,Alto
25/03/2021,12,Antillano,9.8,Alto,6.8,Medio,231.209,Alto
25/03/2021,12,Antillano,9.8,Alto,6.6,Medio,219.867,Medio
25/03/2021,12,Antillano,8.5,Medio,6.7,Medio,190.576,Medio
25/03/2021,12,Antillano,9.7,Alto,6.9,Medio,234.103,Alto
25/03/2021,12,Antillano,8.8,Medio,7.4,Alto,237.021,Alto
25/03/2021,12,Antillano,8.2,Medio,6.2,Medio,159.417,Medio
25/03/2021,12,Antillano,10.1,Alto,7,Alto,251.970,Alto
25/03/2021,12,Antillano,9.6,Alto,6.7,Medio,219.867,Medio
25/03/2021,12,Antillano,7.1,Bajo,5.3,Bajo,102.401,Bajo
25/03/2021,12,Antillano,10.5,Alto,7.1,Alto,270.711,Alto
25/03/2021,12,Antillano,8.2,Medio,6.4,Medio,168.617,Medio
25/03/2021,12,Antillano,8.8,Medio,6.4,Medio,183.060,Medio
25/03/2021,12,Antillano,8.6,Medio,6.7,Medio,193.126,Medio
25/03/2021,12,Antillano,9.4,Alto,6.7,Medio,214.336,Medio
25/03/2021,12,Antillano,8.6,Medio,6.7,Medio,193.126,Medio
25/03/2021,12,Antillano,7.9,Medio,6,Medio,144.123,Medio
25/03/2021,12,Antillano,7,Bajo,5.4,Bajo,104.097,Bajo
25/03/2021,12,Antillano,8.5,Medio,6.6,Medio,185.543,Medio
25/03/2021,12,Antillano,7.5,Medio,6.5,Medio,157.170,Medio
25/03/2021,12,Antillano,7.5,Medio,6,Medio,135.834,Medio
25/03/2021,12,Antillano,8.1,Medio,6.7,Medio,180.598,Medio
25/03/2021,12,Antillano,10.2,Alto,7.8,Alto,307.404,Alto
25/03/2021,12,Antillano,10.3,Alto,7.8,Alto,310.893,Alto
25/03/2021,12,Antillano,9.3,Medio,6.4,Medio,195.698,Medio
25/03/2021,12,Antillano,9.5,Alto,7.4,Alto,258.119,Alto
25/03/2021,12,Antillano,9.6,Alto,7.1,Alto,242.929,Alto
25/03/2021,12,Antillano,8.7,Medio,7.2,Alto,222.667,Medio
25/03/2021,12,Antillano,10.7,Alto,7.2,Alto,283.700,Alto
25/03/2021,12,Antillano,10.2,Alto,6.6,Medio,231.209,Alto
25/03/2021,12,Antillano,11.4,Alto,7.5,Alto,328.728,Alto
25/03/2021,12,Antillano,10.5,Alto,7.4,Alto,290.345,Alto
25/03/2021,12,Antillano,7.9,Medio,6,Medio,144.123,Medio
25/03/2021,12,Antillano,8.5,Medio,5.8,Medio,148.390,Medio
25/03/2021,12,Antillano,8.8,Medio,6.7,Medio,198.293,Medio
25/03/2021,12,Antillano,8.8,Medio,6.4,Medio,183.060,Medio
25/03/2021,12,Antillano,8.8,Medio,6.3,Medio,178.159,Medio
25/03/2021,12,Antillano,7.5,Medio,6.8,Medio,170.970,Medio
25/03/2021,12,Antillano,9.5,Alto,6.8,Medio,222.667,Medio
25/03/2021,12,Antillano,10,Alto,7.4,Alto,273.921,Alto
25/03/2021,12,Antillano,9.9,Alto,6.7,Medio,228.338,Medio
25/03/2021,12,Antillano,9.6,Alto,6.8,Medio,225.491,Medio
25/03/2021,12,Antillano,10.9,Alto,7.4,Alto,303.941,Alto
25/03/2021,12,Antillano,9,Medio,6.3,Medio,183.060,Medio
25/03/2021,12,Antillano,9.3,Medio,7,Alto,228.338,Medio
25/03/2021,12,Antillano,10.5,Alto,7.4,Alto,290.345,Alto
25/03/2021,12,Antillano,10.2,Alto,6.8,Medio,242.929,Alto
25/03/2021,12,Antillano,9.7,Alto,6.5,Medio,211.605,Medio
25/03/2021,12,Antillano,9.5,Alto,6.6,Medio,211.605,Medio
25/03/2021,12,Antillano,10.7,Alto,6.9,Medio,264.366,Alto
25/03/2021,12,Antillano,9.3,Medio,6.6,Medio,206.212,Medio
25/03/2021,12,Antillano,10.5,Alto,7.3,Alto,283.700,Alto
25/03/2021,12,Antillano,10.9,Alto,7.4,Alto,303.941,Alto
25/03/2021,12,Antillano,11.1,Alto,7.1,Alto,290.345,Alto
25/03/2021,12,Antillano,11.3,Alto,7.5,Alto,325.109,Alto
25/03/2021,12,Antillano,8,Medio,6.4,Medio,163.975,Medio
25/03/2021,12,Antillano,7.4,Bajo,6,Medio,133.812,Medio
25/03/2021,12,Antillano,7.7,Medio,6.6,Medio,166.285,Medio
25/03/2021,12,Antillano,7.86,Medio,6.3,Medio,156.277,Medio
25/03/2021,12,Antillano,9.1,Medio,7,Alto,222.667,Medio
25/03/2021,12,Antillano,6.9,Bajo,6.1,Medio,127.864,Medio
25/03/2021,12,Antillano,9.5,Alto,7,Alto,234.103,Alto
25/03/2021,12,Antillano,9.1,Medio,7,Alto,222.667,Medio
25/03/2021,12,Antillano,9.4,Alto,6.9,Medio,225.491,Medio
25/03/2021,12,Antillano,9.3,Medio,6.9,Medio,222.667,Medio
25/03/2021,12,Antillano,10.1,Alto,7.4,Alto,277.156,Alto
25/03/2021,12,Antillano,8.4,Medio,5.9,Medio,150.554,Medio
25/03/2021,12,Antillano,8.6,Medio,6.8,Medio,198.293,Medio
25/03/2021,12,Antillano,9.9,Alto,6.8,Medio,234.103,Alto
25/03/2021,12,Antillano,8.8,Medio,6.7,Medio,198.293,Medio
25/03/2021,12,Antillano,7.6,Medio,6.2,Medio,146.246,Medio
08/04/2021,14,Lula,9.1,Medio,6.9,Medio,217.090,Medio
08/04/2021,14,Lula,8.95,Medio,6.5,Medio,191.848,Medio
08/04/2021,14,Lula,9.75,Alto,6.9,Medio,235.559,Alto
08/04/2021,14,Lula,8.75,Medio,6.7,Medio,196.992,Medio
08/04/2021,14,Lula,9.4,Alto,7.31,Alto,249.538,Alto
08/04/2021,14,Lula,8.76,Medio,6.6,Medio,192.103,Medio
08/04/2021,14,Lula,7.5,Medio,5.18,Bajo,105.124,Bajo
08/04/2021,14,Lula,9.5,Alto,6.7,Medio,217.090,Medio
08/04/2021,14,Lula,9.2,Medio,6.82,Medio,215.434,Medio
08/04/2021,14,Lula,8.55,Medio,6.56,Medio,184.796,Medio
08/04/2021,14,Lula,7.72,Medio,6.05,Medio,142.440,Medio
08/04/2021,14,Lula,10.2,Alto,7.72,Alto,301.876,Alto
08/04/2021,14,Lula,8.85,Medio,6.82,Medio,205.944,Medio
08/04/2021,14,Lula,9.28,Medio,6.9,Medio,222.105,Medio
08/04/2021,14,Lula,7.81,Medio,6.5,Medio,164.205,Medio
08/04/2021,14,Lula,8.65,Medio,6.96,Medio,208.089,Medio
08/04/2021,14,Lula,8.9,Medio,6.72,Medio,201.963,Medio
08/04/2021,14,Lula,10,Alto,7.1,Alto,255.033,Alto
08/04/2021,14,Lula,9.23,Medio,7.32,Alto,245.019,Alto
08/04/2021,14,Lula,9.41,Alto,7.15,Alto,240.259,Alto
08/04/2021,14,Lula,9.9,Alto,7.47,Alto,275.212,Alto
08/04/2021,14,Lula,8,Medio,6.7,Medio,178.159,Medio
08/04/2021,14,Lula,8.8,Medio,6.7,Medio,198.293,Medio
08/04/2021,14,Lula,9.4,Alto,7.1,Alto,237.021,Alto
08/04/2021,14,Lula,8.95,Medio,6.9,Medio,212.967,Medio
08/04/2021,14,Lula,8.8,Medio,6.7,Medio,198.293,Medio
08/04/2021,14,Lula,8.03,Medio,6.25,Medio,157.842,Medio
08/04/2021,14,Lula,9.1,Medio,6.9,Medio,217.090,Medio
08/04/2021,14,Lula,10.42,Alto,7.45,Alto,291.015,Alto
08/04/2021,14,Lula,9.02,Medio,7.2,Alto,231.786,Alto
08/04/2021,14,Lula,7.07,Bajo,6.42,Medio,144.335,Medio
08/04/2021,14,Lula,8.6,Medio,6.9,Medio,203.549,Medio
08/04/2021,14,Lula,9.5,Alto,7.15,Alto,242.929,Alto
08/04/2021,14,Lula,8.75,Medio,6.64,Medio,193.895,Medio
08/04/2021,14,Lula,7.8,Medio,7.15,Alto,195.698,Medio
08/04/2021,14,Lula,8.75,Medio,7,Alto,212.967,Medio
08/04/2021,14,Lula,9.6,Alto,7.3,Alto,255.033,Alto
08/04/2021,14,Lula,9.6,Alto,7.45,Alto,264.366,Alto
08/04/2021,14,Lula,9.58,Alto,7.9,Alto,293.032,Alto
08/04/2021,14,Lula,8.23,Medio,7.4,Alto,220.704,Medio
08/04/2021,14,Lula,9.56,Alto,6.65,Medio,215.985,Medio
08/04/2021,14,Lula,11.22,Alto,7.9,Alto,351.761,Alto
08/04/2021,14,Lula,9.6,Alto,6.75,Medio,222.667,Medio
08/04/2021,14,Lula,9.9,Alto,7.52,Alto,278.456,Alto
08/04/2021,14,Lula,9.23,Medio,7,Alto,226.343,Medio
08/04/2021,14,Lula,9.45,Alto,7.56,Alto,266.575,Alto
08/04/2021,14,Lula,9.9,Alto,7.45,Alto,273.921,Alto
08/04/2021,14,Lula,9.82,Alto,7.6,Alto,281.070,Alto
08/04/2021,14,Lula,9.6,Alto,7.52,Alto,268.797,Alto
08/04/2021,14,Lula,9.55,Alto,6.85,Medio,226.912,Medio
08/04/2021,14,Lula,9.82,Alto,7.25,Alto,258.739,Alto
08/04/2021,14,Lula,10.1,Alto,7.7,Alto,297.092,Alto
08/04/2021,14,Lula,10.8,Alto,8.3,Alto,366.388,Alto
08/04/2021,14,Lula,11.46,Alto,8.15,Alto,380.609,Alto
08/04/2021,14,Lula,8.85,Medio,7.1,Alto,221.264,Medio
08/04/2021,14,Lula,11,Alto,7.5,Alto,314.408,Alto
08/04/2021,14,Lula,7,Bajo,5.75,Medio,116.496,Bajo
08/04/2021,14,Lula,10.4,Alto,7.62,Alto,301.876,Alto
08/04/2021,14,Lula,8,Medio,6.62,Medio,174.300,Medio
08/04/2021,14,Lula,8.65,Medio,6.6,Medio,189.309,Medio
08/04/2021,14,Lula,10.4,Alto,7.52,Alto,295.057,Alto
08/04/2021,14,Lula,11.4,Alto,7.9,Alto,358.641,Alto
08/04/2021,14,Lula,9.25,Medio,7.4,Alto,250.448,Alto
08/04/2021,14,Lula,10.7,Alto,7.25,Alto,287.010,Alto
08/04/2021,14,Lula,8.8,Medio,6.72,Medio,199.337,Medio
08/04/2021,14,Lula,10.4,Alto,7.52,Alto,295.057,Alto
08/04/2021,14,Lula,9.8,Alto,7.3,Alto,261.230,Alto
08/04/2021,14,Lula,9.68,Alto,6.8,Medio,227.767,Medio
08/04/2021,14,Lula,10.03,Alto,7.9,Alto,308.448,Alto
08/04/2021,14,Lula,9.65,Alto,7.25,Alto,253.498,Alto
08/04/2021,14,Lula,9.22,Medio,7.2,Alto,237.608,Alto
08/04/2021,14,Lula,8.9,Medio,7.2,Alto,228.338,Medio
08/04/2021,14,Lula,8.38,Medio,6.82,Medio,193.638,Medio
08/04/2021,14,Lula,9.3,Medio,7.3,Alto,245.919,Alto
08/04/2021,14,Lula,9.3,Medio,7.32,Alto,247.121,Alto
08/04/2021,14,Lula,10.2,Alto,7.71,Alto,301.189,Alto
08/04/2021,14,Lula,9.65,Alto,7.3,Alto,256.573,Alto
08/04/2021,14,Lula,8.62,Medio,7.1,Alto,214.885,Medio
08/04/2021,14,Lula,9.22,Medio,6.95,Medio,223.230,Medio
08/04/2021,14,Lula,10.21,Alto,7.62,Alto,295.396,Alto
08/04/2021,14,Lula,11.72,Alto,7.84,Alto,366.388,Alto
08/04/2021,14,Lula,12.05,Alto,7.85,Alto,380.209,Alto
08/04/2021,14,Lula,11.25,Alto,7.75,Alto,341.604,Alto
08/04/2021,14,Lula,11.15,Alto,8.2,Alto,372.270,Alto
08/04/2021,14,Lula,11.82,Alto,8,Alto,383.014,Alto
08/04/2021,14,Lula,11.7,Alto,7.62,Alto,348.731,Alto
08/04/2021,14,Lula,10.72,Alto,7.55,Alto,308.100,Alto
08/04/2021,14,Lula,11.47,Alto,7.7,Alto,346.094,Alto
08/04/2021,14,Lula,11.5,Alto,7.2,Alto,310.893,Alto
08/04/2021,14,Lula,10.6,Alto,7.58,Alto,306.016,Alto
08/04/2021,14,Lula,10.98,Alto,7.45,Alto,310.193,Alto
08/04/2021,14,Lula,10.5,Alto,7.6,Alto,303.941,Alto
08/04/2021,14,Lula,10.72,Alto,7.18,Alto,283.041,Alto
08/04/2021,14,Lula,9.8,Alto,7.35,Alto,264.366,Alto
08/04/2021,14,Lula,9.06,Medio,6.65,Medio,202.491,Medio
08/04/2021,14,Lula,8.85,Medio,6.8,Medio,204.877,Medio
08/04/2021,14,Lula,9.22,Medio,7.1,Alto,231.786,Alto
08/04/2021,14,Lula,9.12,Medio,6.8,Medio,212.149,Medio
08/04/2021,14,Lula,10.58,Alto,7.3,Alto,286.346,Alto
08/04/2021,14,Lula,10,Alto,7.3,Alto,267.526,Alto
08/04/2021,14,Lula,9.49,Alto,6.9,Medio,228.052,Medio
08/04/2021,14,Lula,9.72,Alto,7.3,Alto,258.739,Alto
