Fecha,Semana,Patron,Polar,Categoria_polar,Ecuatorial,Categoria_ecuatorial,Peso,Categoria_peso
6/01//2021,1,Lula,6.3,Bajo,5,Bajo,81.831,Bajo
6/01//2021,1,Lula,7,Bajo,5.4,Bajo,106.084,Bajo
6/01//2021,1,Lula,5.4,Bajo,3.8,Bajo,41.998,Bajo
6/01//2021,1,Lula,4.89,Bajo,4,Bajo,40.959,Bajo
6/01//2021,1,Lula,4.8,Bajo,3.9,Bajo,38.301,Bajo
6/01//2021,1,Lula,6.2,Bajo,4.89,Bajo,77.184,Bajo
6/01//2021,1,Lula,5.89,Bajo,4.4,Bajo,60.220,Bajo
6/01//2021,1,Lula,6.96,Bajo,5,Bajo,91.991,Bajo
6/01//2021,1,Lula,6.2,Bajo,5.12,Bajo,83.921,Bajo
6/01//2021,1,Lula,6.1,Bajo,5,Bajo,78.905,Bajo
6/01//2021,1,Lula,4.98,Bajo,4.2,Bajo,45.722,Bajo
6/01//2021,1,Lula,6.7,Bajo,5.2,Bajo,94.248,Bajo
6/01//2021,1,Lula,5.1,Bajo,4.6,Bajo,55.626,Bajo
6/01//2021,1,Lula,5.8,Bajo,4.9,Bajo,71.896,Bajo
6/01//2021,1,Lula,5,Bajo,4.3,Bajo,47.974,Bajo
6/01//2021,1,Lula,6.1,Bajo,4.93,Bajo,76.899,Bajo
6/01//2021,1,Lula,6.12,Bajo,4.96,Bajo,78.041,Bajo
6/01//2021,1,Lula,5,Bajo,4.2,Bajo,45.924,Bajo
6/01//2021,1,Lula,5.86,Bajo,4.8,Bajo,70.010,Bajo
6/01//2021,1,Lula,5.6,Bajo,4.5,Bajo,59.138,Bajo
6/01//2021,1,Lula,8.6,Medio,5.9,Medio,158.577,Medio
6/01//2021,1,Lula,8,Medio,5.3,Bajo,120.767,Bajo
6/01//2021,1,Lula,7.1,Bajo,5.2,Bajo,100.898,Bajo
6/01//2021,1,Lula,6.8,Bajo,5,Bajo,89.456,Bajo
6/01//2021,1,Lula,7,Bajo,5.1,Bajo,95.883,Bajo
6/01//2021,1,Lula,7.89,Medio,5.3,Bajo,118.673,Bajo
6/01//2021,1,Lula,6.4,Bajo,6,Medio,116.978,Bajo
6/01//2021,1,Lula,6.8,Bajo,6.5,Medio,145.215,Medio
6/01//2021,1,Lula,8,Medio,7.6,Alto,231.711,Alto
6/01//2021,1,Lula,6.6,Bajo,5,Bajo,86.352,Bajo
6/01//2021,1,Lula,7.1,Bajo,5.13,Bajo,98.537,Bajo
6/01//2021,1,Lula,6.1,Bajo,5.06,Bajo,80.652,Bajo
6/01//2021,1,Lula,6,Bajo,4.6,Bajo,66.595,Bajo
6/01//2021,1,Lula,5,Bajo,4.25,Bajo,46.942,Bajo
6/01//2021,1,Lula,5.12,Bajo,3.9,Bajo,41.240,Bajo
6/01//2021,1,Lula,5.6,Bajo,4.25,Bajo,53.364,Bajo
6/01//2021,1,Lula,5.8,Bajo,4.89,Bajo,71.625,Bajo
6/01//2021,1,Lula,6,Bajo,5.86,Medio,104.684,Bajo
6/01//2021,1,Lula,6.8,Bajo,5.15,Bajo,94.248,Bajo
6/01//2021,1,Lula,6.1,Bajo,5.5,Medio,94.248,Bajo
6/01//2021,1,Lula,5.2,Bajo,4.1,Bajo,45.924,Bajo
6/01//2021,1,Lula,5.5,Bajo,3.7,Bajo,41.053,Bajo
6/01//2021,1,Lula,5.87,Bajo,4.5,Bajo,62.422,Bajo
6/01//2021,1,Lula,4.8,Bajo,4,Bajo,40.121,Bajo
6/01//2021,1,Lula,4,Bajo,3.6,Bajo,27.063,Bajo
6/01//2021,1,Lula,6.1,Bajo,4.6,Bajo,67.895,Bajo
6/01//2021,1,Lula,3.9,Bajo,3.43,Bajo,24.047,Bajo
6/01//2021,1,Lula,4,Bajo,3.5,Bajo,25.663,Bajo
6/01//2021,1,Lula,4.12,Bajo,3.5,Bajo,26.497,Bajo
6/01//2021,1,Lula,6.8,Bajo,4.8,Bajo,83.320,Bajo
6/01//2021,1,Lula,5.3,Bajo,3.98,Bajo,44.523,Bajo
6/01//2021,1,Lula,4.3,Bajo,3.5,Bajo,27.782,Bajo
6/01//2021,1,Lula,4.1,Bajo,3.89,Bajo,32.200,Bajo
6/01//2021,1,Lula,5.4,Bajo,4.7,Bajo,61.559,Bajo
6/01//2021,1,Lula,4.3,Bajo,4,Bajo,35.674,Bajo
6/01//2021,1,Lula,4.7,Bajo,4.18,Bajo,42.572,Bajo
6/01//2021,1,Lula,6.2,Bajo,5.23,Bajo,87.275,Bajo
6/01//2021,1,Lula,4,Bajo,3.67,Bajo,28.073,Bajo
6/01//2021,1,Lula,5.8,Bajo,4.96,Bajo,73.539,Bajo
6/01//2021,1,Lula,6,Bajo,4.6,Bajo,66.595,Bajo
6/01//2021,1,Lula,6.7,Bajo,5.27,Bajo,96.542,Bajo
6/01//2021,1,Lula,7.78,Medio,5.72,Medio,133.027,Medio
6/01//2021,1,Lula,5.82,Bajo,4.02,Bajo,50.729,Bajo
6/01//2021,1,Lula,5.02,Bajo,4.15,Bajo,45.120,Bajo
6/01//2021,1,Lula,5.02,Bajo,4.2,Bajo,46.126,Bajo
6/01//2021,1,Lula,6.65,Bajo,5.15,Bajo,91.831,Bajo
6/01//2021,1,Lula,6.16,Bajo,4.7,Bajo,71.354,Bajo
6/01//2021,1,Lula,7.15,Bajo,5.22,Bajo,102.436,Bajo
6/01//2021,1,Lula,6.65,Bajo,5.42,Bajo,100.728,Bajo
6/01//2021,1,Lula,6.43,Bajo,5.23,Bajo,90.876,Bajo
6/01//2021,1,Lula,5.05,Bajo,4.62,Bajo,55.512,Bajo
6/01//2021,1,Lula,7.04,Bajo,5.5,Medio,110.357,Bajo
6/01//2021,1,Lula,5.5,Bajo,4.3,Bajo,53.364,Bajo
6/01//2021,1,Lula,6.22,Bajo,5.2,Bajo,86.659,Bajo
6/01//2021,1,Lula,5.32,Bajo,4.57,Bajo,57.482,Bajo
06/01/2021,1,Lula,6.42,Bajo,5.2,Bajo,89.770,Bajo
06/01/2021,1,Lula,6.55,Bajo,5.04,Bajo,86.813,Bajo
06/01/2021,1,Lula,5.3,Bajo,4.46,Bajo,54.714,Bajo
06/01/2021,1,Lula,6.05,Bajo,5,Bajo,78.185,Bajo
06/01/2021,1,Lula,5.85,Bajo,4.92,Bajo,73.126,Bajo
06/01/2021,1,Lula,9,Medio,6.12,Medio,178.613,Medio
06/01/2021,1,Lula,8.3,Medio,5.7,Medio,143.063,Medio
06/01/2021,1,Lula,7.52,Medio,5.6,Medio,123.079,Bajo
06/01/2021,1,Lula,7.03,Bajo,5.45,Bajo,108.385,Bajo
06/01/2021,1,Lula,7.43,Medio,5.44,Bajo,115.299,Bajo
06/01/2021,1,Lula,8.15,Medio,5.62,Medio,136.526,Medio
06/01/2021,1,Lula,6.9,Bajo,5.12,Bajo,94.900,Bajo
06/01/2021,1,Lula,7.12,Bajo,5.1,Bajo,97.869,Bajo
06/01/2021,1,Lula,8.32,Medio,5.22,Bajo,123.856,Bajo
06/01/2021,1,Lula,7,Bajo,5.35,Bajo,104.336,Bajo
06/01/2021,1,Lula,7.55,Medio,5.42,Bajo,116.791,Bajo
06/01/2021,1,Lula,6.57,Bajo,5.48,Medio,101.409,Bajo
06/01/2021,1,Lula,6.39,Bajo,4.95,Bajo,81.683,Bajo
06/01/2021,1,Lula,5.36,Bajo,4.66,Bajo,60.099,Bajo
06/01/2021,1,Lula,5.46,Bajo,4.18,Bajo,50.299,Bajo
06/01/2021,1,Lula,5.9,Bajo,4.62,Bajo,65.823,Bajo
06/01/2021,1,Lula,6.12,Bajo,5.05,Bajo,80.652,Bajo
06/01/2021,1,Lula,6.35,Bajo,5.02,Bajo,83.170,Bajo
06/01/2021,1,Lula,7.21,Bajo,5.53,Medio,114.558,Bajo
06/01/2021,1,Lula,6.46,Bajo,5.3,Bajo,93.600,Bajo
06/01/2021,1,Lula,5.6,Bajo,4.35,Bajo,55.626,Bajo
06/01/2021,1,Lula,4.72,Bajo,3.96,Bajo,38.660,Bajo
06/01/2021,1,Lula,6.14,Bajo,4.8,Bajo,73.816,Bajo
06/01/2021,1,Lula,5.1,Bajo,4.3,Bajo,49.022,Bajo
06/01/2021,1,Lula,4.4,Bajo,3.8,Bajo,33.169,Bajo
06/01/2021,1,Lula,6.5,Bajo,4.95,Bajo,83.320,Bajo
06/01/2021,1,Lula,4.2,Bajo,3.79,Bajo,31.407,Bajo
06/01/2021,1,Lula,4.32,Bajo,3.82,Bajo,32.844,Bajo
06/01/2021,1,Lula,4.53,Bajo,3.8,Bajo,34.239,Bajo
06/01/2021,1,Lula,7.1,Bajo,5.2,Bajo,100.898,Bajo
06/01/2021,1,Lula,5.52,Bajo,4.3,Bajo,53.587,Bajo
06/01/2021,1,Lula,4.7,Bajo,3.8,Bajo,35.674,Bajo
06/01/2021,1,Lula,4.48,Bajo,4.03,Bajo,37.765,Bajo
06/01/2021,1,Lula,5.7,Bajo,4.93,Bajo,71.354,Bajo
06/01/2021,1,Lula,4.7,Bajo,4.15,Bajo,41.998,Bajo
06/01/2021,1,Lula,5.1,Bajo,4.42,Bajo,51.598,Bajo
06/01/2021,1,Lula,6.68,Bajo,5.65,Medio,109.279,Bajo
06/01/2021,1,Lula,4.32,Bajo,3.92,Bajo,34.490,Bajo
06/01/2021,1,Lula,6.1,Bajo,5.03,Bajo,79.776,Bajo
06/01/2021,1,Lula,6.38,Bajo,5,Bajo,83.021,Bajo
07/01/2021,1,Antillano,4.5,Bajo,3.35,Bajo,27.063,Bajo
07/01/2021,1,Antillano,6.05,Bajo,4.5,Bajo,64.676,Bajo
07/01/2021,1,Antillano,4.75,Bajo,3.8,Bajo,36.103,Bajo
07/01/2021,1,Antillano,6.1,Bajo,4.7,Bajo,70.546,Bajo
07/01/2021,1,Antillano,7.7,Medio,5,Bajo,104.336,Bajo
07/01/2021,1,Antillano,6,Bajo,3.8,Bajo,47.974,Bajo
07/01/2021,1,Antillano,5.1,Bajo,3.95,Bajo,41.998,Bajo
07/01/2021,1,Antillano,6.05,Bajo,3.9,Bajo,50.622,Bajo
07/01/2021,1,Antillano,5.3,Bajo,3.85,Bajo,41.998,Bajo
07/01/2021,1,Antillano,5.3,Bajo,4.25,Bajo,50.085,Bajo
07/01/2021,1,Antillano,4.61,Bajo,4.3,Bajo,44.030,Bajo
07/01/2021,1,Antillano,4.88,Bajo,4,Bajo,40.865,Bajo
07/01/2021,1,Antillano,5.25,Bajo,3.9,Bajo,42.476,Bajo
07/01/2021,1,Antillano,5.65,Bajo,4.22,Bajo,53.252,Bajo
07/01/2021,1,Antillano,5.1,Bajo,4,Bajo,42.958,Bajo
07/01/2021,1,Antillano,4.75,Bajo,4.2,Bajo,43.443,Bajo
07/01/2021,1,Antillano,4.95,Bajo,4.15,Bajo,44.424,Bajo
07/01/2021,1,Antillano,4.2,Bajo,4,Bajo,34.825,Bajo
07/01/2021,1,Antillano,4.91,Bajo,4.5,Bajo,51.271,Bajo
07/01/2021,1,Antillano,3.4,Bajo,3.21,Bajo,18.365,Bajo
07/01/2021,1,Antillano,4.8,Bajo,4.1,Bajo,41.998,Bajo
07/01/2021,1,Antillano,5.81,Bajo,4.8,Bajo,69.345,Bajo
07/01/2021,1,Antillano,4.9,Bajo,4.2,Bajo,44.921,Bajo
07/01/2021,1,Antillano,4,Bajo,3.75,Bajo,29.257,Bajo
07/01/2021,1,Antillano,4.25,Bajo,3.7,Bajo,30.396,Bajo
07/01/2021,1,Antillano,3.7,Bajo,3.65,Bajo,25.663,Bajo
07/01/2021,1,Antillano,4.8,Bajo,4.25,Bajo,44.921,Bajo
07/01/2021,1,Antillano,4.4,Bajo,4,Bajo,36.536,Bajo
07/01/2021,1,Antillano,5.3,Bajo,4.25,Bajo,50.085,Bajo
07/01/2021,1,Antillano,4.4,Bajo,3.65,Bajo,30.783,Bajo
07/01/2021,1,Antillano,5.55,Bajo,4.15,Bajo,50.622,Bajo
07/01/2021,1,Antillano,6.9,Bajo,4.7,Bajo,81.831,Bajo
07/01/2021,1,Antillano,4.5,Bajo,3.35,Bajo,27.063,Bajo
07/01/2021,1,Antillano,6.05,Bajo,4.25,Bajo,58.543,Bajo
07/01/2021,1,Antillano,4.35,Bajo,4.15,Bajo,38.751,Bajo
07/01/2021,1,Antillano,5.35,Bajo,4.25,Bajo,50.622,Bajo
07/01/2021,1,Antillano,4.6,Bajo,4.1,Bajo,40.121,Bajo
07/01/2021,1,Antillano,6.18,Bajo,4.7,Bajo,71.625,Bajo
07/01/2021,1,Antillano,5.3,Bajo,4.25,Bajo,50.085,Bajo
07/01/2021,1,Antillano,6.75,Bajo,5,Bajo,88.673,Bajo
07/01/2021,1,Antillano,5.45,Bajo,4.05,Bajo,47.456,Bajo
07/01/2021,1,Antillano,6.8,Bajo,4.7,Bajo,80.359,Bajo
07/01/2021,1,Antillano,6,Bajo,4.3,Bajo,59.138,Bajo
07/01/2021,1,Antillano,4.6,Bajo,4.11,Bajo,40.306,Bajo
07/01/2021,1,Antillano,5.5,Bajo,4.3,Bajo,53.364,Bajo
07/01/2021,1,Antillano,5,Bajo,4,Bajo,41.998,Bajo
07/01/2021,1,Antillano,6.2,Bajo,4.6,Bajo,69.212,Bajo
07/01/2021,1,Antillano,4.2,Bajo,3.6,Bajo,28.513,Bajo
07/01/2021,1,Antillano,5.3,Bajo,4.25,Bajo,50.085,Bajo
07/01/2021,1,Antillano,6.77,Bajo,4.9,Bajo,85.892,Bajo
07/01/2021,1,Antillano,5.4,Bajo,5.1,Bajo,71.896,Bajo
07/01/2021,1,Antillano,5,Bajo,4,Bajo,41.998,Bajo
07/01/2021,1,Antillano,5.5,Bajo,4.25,Bajo,52.255,Bajo
07/01/2021,1,Antillano,5.8,Bajo,4.3,Bajo,56.781,Bajo
07/01/2021,1,Antillano,4.6,Bajo,3.6,Bajo,31.565,Bajo
07/01/2021,1,Antillano,4.75,Bajo,4.2,Bajo,43.443,Bajo
07/01/2021,1,Antillano,5,Bajo,4,Bajo,41.998,Bajo
07/01/2021,1,Antillano,6.1,Bajo,4,Bajo,53.364,Bajo
07/01/2021,1,Antillano,6.6,Bajo,4.5,Bajo,71.896,Bajo
07/01/2021,1,Antillano,5.3,Bajo,4,Bajo,44.921,Bajo
07/01/2021,1,Antillano,4.3,Bajo,3.6,Bajo,29.257,Bajo
07/01/2021,1,Antillano,6.2,Bajo,5,Bajo,80.359,Bajo
07/01/2021,1,Antillano,5.5,Bajo,4.8,Bajo,65.312,Bajo
07/01/2021,1,Antillano,7.1,Bajo,5.2,Bajo,100.898,Bajo
07/01/2021,1,Antillano,5.7,Bajo,4.6,Bajo,62.794,Bajo
07/01/2021,1,Antillano,5.8,Bajo,4,Bajo,50.085,Bajo
07/01/2021,1,Antillano,5.6,Bajo,4.3,Bajo,54.487,Bajo
07/01/2021,1,Antillano,4.7,Bajo,3.7,Bajo,33.990,Bajo
07/01/2021,1,Antillano,5.1,Bajo,4.1,Bajo,44.921,Bajo
07/01/2021,1,Antillano,3.6,Bajo,3.3,Bajo,20.540,Bajo
07/01/2021,1,Antillano,5,Bajo,4.3,Bajo,47.974,Bajo
07/01/2021,1,Antillano,7.5,Medio,5.8,Medio,130.593,Medio
07/01/2021,1,Antillano,6.3,Bajo,5.1,Bajo,84.827,Bajo
07/01/2021,1,Antillano,7,Bajo,5.3,Bajo,102.608,Bajo
07/01/2021,1,Antillano,5.3,Bajo,4.3,Bajo,51.162,Bajo
07/01/2021,1,Antillano,6.3,Bajo,5.1,Bajo,84.827,Bajo
07/01/2021,1,Antillano,5.2,Bajo,4.6,Bajo,56.781,Bajo
07/01/2021,1,Antillano,6.8,Bajo,4.85,Bajo,84.827,Bajo
07/01/2021,1,Antillano,6.6,Bajo,4.8,Bajo,80.359,Bajo
07/01/2021,1,Antillano,7.7,Medio,5.6,Medio,126.602,Medio
07/01/2021,1,Antillano,7.65,Medio,5.5,Medio,121.727,Bajo
07/01/2021,1,Antillano,5.5,Bajo,4.25,Bajo,52.255,Bajo
07/01/2021,1,Antillano,6.1,Bajo,4.1,Bajo,55.626,Bajo
07/01/2021,1,Antillano,6.5,Bajo,5.02,Bajo,85.435,Bajo
07/01/2021,1,Antillano,6.12,Bajo,4.65,Bajo,69.478,Bajo
07/01/2021,1,Antillano,5.3,Bajo,4.15,Bajo,47.974,Bajo
07/01/2021,1,Antillano,4.6,Bajo,4,Bajo,38.301,Bajo
07/01/2021,1,Antillano,5.8,Bajo,4.6,Bajo,64.044,Bajo
07/01/2021,1,Antillano,6.65,Bajo,5.1,Bajo,90.243,Bajo
07/01/2021,1,Antillano,6.5,Bajo,4.8,Bajo,78.905,Bajo
07/01/2021,1,Antillano,5.2,Bajo,4,Bajo,43.932,Bajo
07/01/2021,1,Antillano,6.2,Bajo,4.6,Bajo,69.212,Bajo
07/01/2021,1,Antillano,4.7,Bajo,4,Bajo,39.204,Bajo
07/01/2021,1,Antillano,4.8,Bajo,4.2,Bajo,43.932,Bajo
07/01/2021,1,Antillano,5.6,Bajo,4.3,Bajo,54.487,Bajo
07/01/2021,1,Antillano,5.1,Bajo,4,Bajo,42.958,Bajo
07/01/2021,1,Antillano,4.9,Bajo,3.7,Bajo,35.674,Bajo
07/01/2021,1,Antillano,4.8,Bajo,3.7,Bajo,34.825,Bajo
07/01/2021,1,Antillano,6.85,Bajo,4.85,Bajo,85.587,Bajo
07/01/2021,1,Antillano,5,Bajo,3.9,Bajo,40.121,Bajo
07/01/2021,1,Antillano,6.9,Bajo,5,Bajo,91.035,Bajo
07/01/2021,1,Antillano,7.3,Bajo,5.2,Bajo,104.336,Bajo
07/01/2021,1,Antillano,6.7,Bajo,4.7,Bajo,78.905,Bajo
07/01/2021,1,Antillano,7.6,Medio,5.3,Bajo,113.269,Bajo
07/01/2021,1,Antillano,4.7,Bajo,3.7,Bajo,33.990,Bajo
07/01/2021,1,Antillano,4.4,Bajo,3.4,Bajo,27.063,Bajo
07/01/2021,1,Antillano,4,Bajo,3.7,Bajo,28.513,Bajo
07/01/2021,1,Antillano,5,Bajo,4.3,Bajo,47.974,Bajo
07/01/2021,1,Antillano,6.1,Bajo,4.8,Bajo,73.264,Bajo
07/01/2021,1,Antillano,4.5,Bajo,4,Bajo,37.411,Bajo
07/01/2021,1,Antillano,5.75,Bajo,4.5,Bajo,60.948,Bajo
07/01/2021,1,Antillano,5.75,Bajo,4.72,Bajo,66.466,Bajo
07/01/2021,1,Antillano,6,Bajo,4.6,Bajo,66.595,Bajo
07/01/2021,1,Antillano,5.2,Bajo,4.2,Bajo,47.974,Bajo
07/01/2021,1,Antillano,6.6,Bajo,5,Bajo,86.352,Bajo
07/01/2021,1,Antillano,5.6,Bajo,4.15,Bajo,51.162,Bajo
07/01/2021,1,Antillano,4.52,Bajo,4,Bajo,37.588,Bajo
07/01/2021,1,Antillano,7.4,Bajo,5.1,Bajo,102.608,Bajo
07/01/2021,1,Antillano,5.8,Bajo,4.5,Bajo,61.559,Bajo
07/01/2021,1,Antillano,4.8,Bajo,3.8,Bajo,36.536,Bajo
23/01/2021,3,Lula,7.12,Bajo,5.1,Bajo,97.869,Bajo
23/01/2021,3,Lula,7.45,Medio,5.33,Bajo,111.625,Bajo
23/01/2021,3,Lula,6.08,Bajo,4.9,Bajo,75.768,Bajo
23/01/2021,3,Lula,7.5,Medio,5.68,Medio,125.813,Bajo
23/01/2021,3,Lula,9.03,Medio,5.94,Medio,170.554,Medio
23/01/2021,3,Lula,7.75,Medio,5.06,Bajo,107.319,Bajo
23/01/2021,3,Lula,7.1,Bajo,5.22,Bajo,101.580,Bajo
23/01/2021,3,Lula,7.9,Medio,5.4,Bajo,122.692,Bajo
23/01/2021,3,Lula,6.7,Bajo,4.63,Bajo,76.899,Bajo
23/01/2021,3,Lula,7.2,Bajo,5.4,Bajo,109.637,Bajo
23/01/2021,3,Lula,6.4,Bajo,5.68,Medio,105.383,Bajo
23/01/2021,3,Lula,6.22,Bajo,5.3,Bajo,89.770,Bajo
23/01/2021,3,Lula,6.73,Bajo,5.02,Bajo,88.985,Bajo
23/01/2021,3,Lula,7.23,Bajo,5.32,Bajo,107.319,Bajo
23/01/2021,3,Lula,6.85,Bajo,5.4,Bajo,103.470,Bajo
23/01/2021,3,Lula,6.45,Bajo,5.7,Medio,106.965,Bajo
23/01/2021,3,Lula,6.52,Bajo,5.29,Bajo,94.248,Bajo
23/01/2021,3,Lula,5.92,Bajo,5.32,Bajo,85.740,Bajo
23/01/2021,3,Lula,6.64,Bajo,5.78,Medio,113.269,Bajo
23/01/2021,3,Lula,5.05,Bajo,4.62,Bajo,55.512,Bajo
23/01/2021,3,Lula,6.16,Bajo,5.15,Bajo,84.222,Bajo
23/01/2021,3,Lula,7.04,Bajo,5.7,Medio,117.730,Bajo
23/01/2021,3,Lula,7.65,Medio,5.26,Bajo,112.719,Bajo
23/01/2021,3,Lula,5.9,Bajo,5.22,Bajo,82.424,Bajo
23/01/2021,3,Lula,5.92,Bajo,4.82,Bajo,71.354,Bajo
23/01/2021,3,Lula,5.21,Bajo,4.79,Bajo,61.436,Bajo
23/01/2021,3,Lula,6.35,Bajo,5.5,Medio,98.369,Bajo
23/01/2021,3,Lula,5.79,Bajo,5.05,Bajo,75.909,Bajo
23/01/2021,3,Lula,6.34,Bajo,4.8,Bajo,76.616,Bajo
23/01/2021,3,Lula,5.94,Bajo,4.9,Bajo,73.816,Bajo
23/01/2021,3,Lula,8.32,Medio,5.3,Bajo,126.997,Medio
23/01/2021,3,Lula,8.05,Medio,5.65,Medio,135.697,Medio
23/01/2021,3,Lula,7.12,Bajo,5.12,Bajo,98.537,Bajo
23/01/2021,3,Lula,8.2,Medio,5.72,Medio,141.782,Medio
23/01/2021,3,Lula,7.75,Medio,5.4,Bajo,119.813,Bajo
23/01/2021,3,Lula,7.03,Bajo,5.56,Medio,112.353,Bajo
23/01/2021,3,Lula,9.15,Medio,4.93,Bajo,128.787,Medio
23/01/2021,3,Lula,6.65,Bajo,4.92,Bajo,84.675,Bajo
23/01/2021,3,Lula,6.68,Bajo,5.23,Bajo,94.900,Bajo
23/01/2021,3,Lula,7.58,Medio,5.8,Medio,132.212,Medio
23/01/2021,3,Lula,7.1,Bajo,5.08,Bajo,96.872,Bajo
23/01/2021,3,Lula,8.81,Medio,5.9,Medio,163.439,Medio
23/01/2021,3,Lula,7.25,Bajo,5.13,Bajo,101.068,Bajo
23/01/2021,3,Lula,6.61,Bajo,5.59,Medio,105.909,Bajo
23/01/2021,3,Lula,7.16,Bajo,5.36,Bajo,107.496,Bajo
23/01/2021,3,Lula,6.82,Bajo,5.31,Bajo,99.882,Bajo
23/01/2021,3,Lula,8.15,Medio,5.95,Medio,150.688,Medio
23/01/2021,3,Lula,7.33,Bajo,5.46,Bajo,114.189,Bajo
23/01/2021,3,Lula,7.06,Bajo,5.54,Medio,112.171,Bajo
23/01/2021,3,Lula,8.59,Medio,6.18,Medio,171.518,Medio
23/01/2021,3,Lula,9,Medio,6.3,Medio,187.688,Medio
23/01/2021,3,Lula,9.49,Alto,5,Bajo,138.613,Medio
23/01/2021,3,Lula,7.38,Bajo,5.62,Medio,121.151,Bajo
23/01/2021,3,Lula,7.95,Medio,5.75,Medio,137.776,Medio
23/01/2021,3,Lula,6.32,Bajo,4.82,Bajo,76.899,Bajo
23/01/2021,3,Lula,6.65,Bajo,5.39,Bajo,99.713,Bajo
23/01/2021,3,Lula,7.13,Bajo,5.53,Medio,113.085,Bajo
23/01/2021,3,Lula,6.2,Bajo,5.26,Bajo,88.205,Bajo
23/01/2021,3,Lula,8.45,Medio,5.95,Medio,157.434,Medio
23/01/2021,3,Lula,7.12,Bajo,5.48,Medio,111.081,Bajo
23/01/2021,3,Lula,7.63,Medio,5.52,Medio,122.112,Bajo
23/01/2021,3,Lula,7.28,Bajo,5.51,Medio,115.113,Bajo
23/01/2021,3,Lula,6.48,Bajo,5.15,Bajo,89.142,Bajo
23/01/2021,3,Lula,7.89,Medio,5.98,Medio,146.299,Medio
23/01/2021,3,Lula,9.22,Medio,6.1,Medio,183.114,Medio
23/01/2021,3,Lula,8.1,Medio,5.51,Medio,130.996,Medio
23/01/2021,3,Lula,7.53,Medio,5.32,Bajo,112.719,Bajo
23/01/2021,3,Lula,8.3,Medio,5.65,Medio,140.932,Medio
23/01/2021,3,Lula,8.08,Medio,5.75,Medio,140.509,Medio
23/01/2021,3,Lula,7.78,Medio,5.71,Medio,132.619,Medio
23/01/2021,3,Lula,6.77,Bajo,5.96,Medio,122.498,Bajo
23/01/2021,3,Lula,6.5,Bajo,5.56,Medio,102.952,Bajo
23/01/2021,3,Lula,7.25,Bajo,5.4,Bajo,110.538,Bajo
23/01/2021,3,Lula,7.8,Medio,5.72,Medio,133.435,Medio
23/01/2021,3,Lula,7.4,Bajo,5.8,Medio,128.587,Medio
23/01/2021,3,Lula,6.76,Bajo,6,Medio,123.856,Bajo
23/01/2021,3,Lula,6.9,Bajo,5.55,Medio,109.637,Bajo
23/01/2021,3,Lula,6.5,Bajo,5.8,Medio,111.443,Bajo
23/01/2021,3,Lula,7.25,Bajo,6.05,Medio,135.697,Medio
23/01/2021,3,Lula,5.68,Bajo,5.15,Bajo,77.184,Bajo
23/01/2021,3,Lula,6.78,Bajo,5.35,Bajo,100.559,Bajo
23/01/2021,3,Lula,7.32,Bajo,5.95,Medio,133.027,Medio
23/01/2021,3,Lula,7.03,Bajo,5.61,Medio,114.189,Bajo
23/01/2021,3,Lula,6.38,Bajo,5.38,Bajo,94.900,Bajo
23/01/2021,3,Lula,6.4,Bajo,5.1,Bajo,86.352,Bajo
23/01/2021,3,Lula,5.6,Bajo,5.12,Bajo,75.207,Bajo
23/01/2021,3,Lula,6.72,Bajo,5.74,Medio,113.269,Bajo
23/01/2021,3,Lula,6.1,Bajo,5.4,Bajo,91.035,Bajo
23/01/2021,3,Lula,6.25,Bajo,5.56,Medio,98.704,Bajo
23/01/2021,3,Lula,6.39,Bajo,5.13,Bajo,87.121,Bajo
23/01/2021,3,Lula,8.98,Medio,5.65,Medio,155.842,Medio
23/01/2021,3,Lula,8.56,Medio,5.92,Medio,158.577,Medio
23/01/2021,3,Lula,7.62,Medio,5.42,Bajo,118.107,Bajo
23/01/2021,3,Lula,8.72,Medio,5.95,Medio,163.673,Medio
23/01/2021,3,Lula,8.22,Medio,5.66,Medio,139.664,Medio
23/01/2021,3,Lula,7.68,Medio,5.79,Medio,133.845,Medio
23/01/2021,3,Lula,8.12,Medio,5.95,Medio,150.024,Medio
23/01/2021,3,Lula,7.28,Bajo,5.33,Bajo,108.563,Bajo
23/01/2021,3,Lula,7.21,Bajo,5.57,Medio,116.043,Bajo
23/01/2021,3,Lula,7.83,Medio,5.92,Medio,142.422,Medio
23/01/2021,3,Lula,7.28,Bajo,5.35,Bajo,109.279,Bajo
23/01/2021,3,Lula,8.81,Medio,5.9,Medio,163.439,Medio
23/01/2021,3,Lula,7.48,Medio,5.25,Bajo,109.279,Bajo
23/01/2021,3,Lula,7.21,Bajo,5.92,Medio,129.587,Medio
23/01/2021,3,Lula,7.7,Medio,5.75,Medio,132.619,Medio
23/01/2021,3,Lula,7.3,Bajo,5.6,Medio,118.863,Bajo
23/01/2021,3,Lula,8.75,Medio,6.33,Medio,182.862,Medio
23/01/2021,3,Lula,7.59,Medio,5.75,Medio,130.391,Medio
23/01/2021,3,Lula,7.54,Medio,5.94,Medio,137.150,Medio
23/01/2021,3,Lula,9.02,Medio,6.22,Medio,184.124,Medio
23/01/2021,3,Lula,9.34,Medio,6.5,Medio,207.288,Medio
23/01/2021,3,Lula,6.8,Bajo,5.15,Bajo,94.248,Bajo
23/01/2021,3,Lula,7.95,Medio,5.82,Medio,140.720,Medio
